ShipMode,Segment,Country,City,StateName,PostalCode,Region,Category,SubCategory,Sales,Quantity,Discount,Profit
"Standard Class",Corporate,"United States","San Francisco",California,94109,West,"Office Supplies",Paper,244.55,5,0.00,114.94
"Standard Class",Corporate,"United States","San Francisco",California,94109,West,Technology,Accessories,166.16,8,0.00,59.82
"Standard Class",Consumer,"United States",Broomfield,Colorado,80020,West,Furniture,Chairs,662.88,3,0.20,74.57
"Standard Class",Corporate,"United States","New York City","New York",10009,East,Technology,Phones,197.97,3,0.00,57.41
"Second Class",Consumer,"United States",Springfield,Missouri,65807,Central,Technology,Accessories,296.85,5,0.00,53.43
"Standard Class",Consumer,"United States",Paterson,"New Jersey",7501,East,Technology,Phones,281.97,3,0.00,78.95
"Standard Class",Consumer,"United States",Paterson,"New Jersey",7501,East,"Office Supplies",Paper,166.44,3,0.00,79.89
"Standard Class",Consumer,"United States",Tulsa,Oklahoma,74133,Central,Technology,Accessories,291.96,4,0.00,102.19
"Standard Class","Home Office","United States",Chicago,Illinois,60623,Central,Technology,Accessories,408.74,7,0.20,76.64
"Second Class",Corporate,"United States",Montgomery,Alabama,36116,South,Furniture,Chairs,545.88,6,0.00,70.96
"Same Day",Consumer,"United States",Glendale,Arizona,85301,West,Furniture,Chairs,933.54,4,0.20,105.02
"Standard Class",Consumer,"United States","Oklahoma City",Oklahoma,73120,Central,Technology,Phones,479.96,4,0.00,134.39
"Second Class",Corporate,"United States",Brentwood,California,94513,West,"Office Supplies",Appliances,320.88,6,0.00,93.06
"First Class",Consumer,"United States",Columbus,Ohio,43229,East,Technology,Copiers,1439.98,4,0.40,192.00
"Second Class",Consumer,"United States",Louisville,Kentucky,40214,South,Furniture,Chairs,304.45,5,0.00,76.11
"Standard Class",Consumer,"United States",Auburn,Alabama,36830,South,Furniture,Chairs,350.98,1,0.00,84.24
"Standard Class",Consumer,"United States",Auburn,Alabama,36830,South,"Office Supplies",Storage,900.08,4,0.00,117.01
"Second Class",Consumer,"United States",Fresno,California,93727,West,"Office Supplies",Binders,239.12,5,0.20,77.71
"Standard Class",Consumer,"United States",Rochester,Minnesota,55901,Central,Furniture,Chairs,269.97,3,0.00,51.29
"First Class",Consumer,"United States",Detroit,Michigan,48227,Central,Technology,Accessories,199.95,5,0.00,63.98
"First Class",Consumer,"United States",Detroit,Michigan,48227,Central,Furniture,Tables,411.80,2,0.00,70.01
"Standard Class",Consumer,"United States",Pomona,California,91767,West,Technology,Accessories,199.96,4,0.00,69.99
"Second Class","Home Office","United States",Brentwood,California,94513,West,Technology,Phones,761.54,7,0.20,66.64
"Standard Class",Consumer,"United States","New York City","New York",10009,East,"Office Supplies",Labels,122.12,4,0.00,56.18
"Standard Class",Consumer,"United States","New York City","New York",10009,East,"Office Supplies",Paper,146.73,3,0.00,68.96
"Standard Class","Home Office","United States",Moorhead,Minnesota,56560,Central,Furniture,Chairs,479.90,5,0.00,81.58
"Standard Class",Consumer,"United States",Portland,Oregon,97206,West,Technology,Accessories,279.94,7,0.20,80.48
"Second Class",Corporate,"United States","New York City","New York",10009,East,"Office Supplies",Paper,221.92,4,0.00,106.52
"Same Day",Consumer,"United States",Redlands,California,92374,West,"Office Supplies",Binders,398.35,3,0.20,124.49
"Same Day",Consumer,"United States",Redlands,California,92374,West,Technology,Phones,1295.84,4,0.20,145.78
"Standard Class",Consumer,"United States",Stockton,California,95207,West,"Office Supplies",Paper,159.88,7,0.00,73.54
"Second Class",Corporate,"United States",Dover,"New Hampshire",3820,East,Furniture,Furnishings,139.86,7,0.00,60.14
"Same Day",Consumer,"United States","New York City","New York",10009,East,"Office Supplies",Paper,146.82,3,0.00,73.41
"Standard Class",Corporate,"United States","Long Beach","New York",11561,East,"Office Supplies",Binders,149.54,9,0.20,50.47
"Standard Class","Home Office","United States",Manteca,California,95336,West,"Office Supplies",Paper,314.55,3,0.00,150.98
"Standard Class",Consumer,"United States","New York City","New York",10009,East,Furniture,Chairs,442.76,4,0.10,59.04
"Standard Class",Consumer,"United States",Seattle,Washington,98105,West,"Office Supplies",Binders,153.55,3,0.20,51.82
"Standard Class",Consumer,"United States",Seattle,Washington,98105,West,"Office Supplies",Paper,123.92,4,0.00,55.76
"Standard Class","Home Office","United States",Seattle,Washington,98103,West,Furniture,Furnishings,191.82,3,0.00,74.81
"First Class",Consumer,"United States","San Jose",California,95123,West,"Office Supplies",Appliances,241.96,2,0.00,60.49
"Standard Class",Corporate,"United States","San Francisco",California,94110,West,Technology,Phones,1145.60,4,0.20,100.24
"Standard Class",Corporate,"United States",Burlington,Vermont,5408,East,Technology,Accessories,205.03,7,0.00,67.66
"Second Class",Consumer,"United States","Los Angeles",California,90004,West,"Office Supplies",Appliances,541.44,6,0.00,157.02
"Second Class","Home Office","United States","San Diego",California,92105,West,"Office Supplies",Paper,143.70,3,0.00,68.98
"Standard Class",Corporate,"United States",Bangor,Maine,4401,East,Technology,Phones,437.85,3,0.00,131.36
"First Class",Consumer,"United States","San Francisco",California,94122,West,Furniture,Chairs,1212.96,7,0.20,90.97
"Second Class","Home Office","United States","San Diego",California,92024,West,Technology,Accessories,371.97,3,0.00,66.95
"First Class",Consumer,"United States",Arlington,Virginia,22204,South,Furniture,Bookcases,359.97,3,0.00,79.19
"Second Class",Consumer,"United States",Atlanta,Georgia,30318,South,Technology,Accessories,499.98,2,0.00,115.00
"Standard Class",Consumer,"United States","San Francisco",California,94122,West,Furniture,Furnishings,435.26,7,0.00,95.76
"Standard Class",Consumer,"United States",Southaven,Mississippi,38671,South,Technology,Accessories,223.96,4,0.00,53.75
"First Class",Corporate,"United States",Seattle,Washington,98115,West,Furniture,Tables,892.98,2,0.00,80.37
"Standard Class",Corporate,"United States",Columbus,Georgia,31907,South,Technology,Phones,287.97,3,0.00,77.75
"Standard Class",Consumer,"United States","New York City","New York",10011,East,Furniture,Furnishings,259.70,5,0.00,106.48
"Standard Class",Consumer,"United States","New York City","New York",10011,East,Technology,Phones,503.96,4,0.00,125.99
"Second Class","Home Office","United States",Roswell,Georgia,30076,South,Furniture,Chairs,723.92,4,0.00,188.22
"Standard Class",Consumer,"United States","New York City","New York",10009,East,Technology,Accessories,390.75,5,0.00,171.93
"Standard Class",Corporate,"United States","Sioux Falls","South Dakota",57103,Central,"Office Supplies",Appliances,416.32,2,0.00,112.41
"Standard Class",Corporate,"United States","Sioux Falls","South Dakota",57103,Central,Technology,Accessories,389.97,3,0.00,132.59
"First Class",Consumer,"United States",Richmond,Virginia,23223,South,"Office Supplies",Appliances,194.32,4,0.00,56.35
"Standard Class",Corporate,"United States",Seattle,Washington,98115,West,Technology,Accessories,265.93,7,0.00,63.82
"Second Class",Corporate,"United States",Henderson,Kentucky,42420,South,"Office Supplies",Binders,364.80,12,0.00,167.81
"Standard Class",Consumer,"United States",Lafayette,Indiana,47905,Central,"Office Supplies",Paper,277.40,5,0.00,133.15
"Same Day",Consumer,"United States",Fairfield,Connecticut,6824,East,"Office Supplies",Appliances,426.79,7,0.00,123.77
"Standard Class","Home Office","United States",Milwaukee,Wisconsin,53209,Central,"Office Supplies",Appliances,490.32,9,0.00,137.29
"First Class",Corporate,"United States","San Francisco",California,94122,West,Technology,Machines,239.98,3,0.20,80.99
"Standard Class",Corporate,"United States","New York City","New York",10024,East,"Office Supplies",Paper,155.04,4,0.00,75.97
"Second Class",Corporate,"United States",Warwick,"Rhode Island",2886,East,Technology,Accessories,252.00,4,0.00,93.24
"First Class",Consumer,"United States",Fresno,California,93727,West,"Office Supplies",Binders,185.92,4,0.20,62.75
"First Class",Consumer,"United States",Fresno,California,93727,West,Technology,Copiers,479.98,2,0.20,60.00
"Standard Class",Consumer,"United States","New York City","New York",10009,East,Technology,Accessories,1619.91,9,0.00,97.19
"Standard Class",Consumer,"United States","San Francisco",California,94122,West,Technology,Phones,359.98,3,0.20,130.49
"First Class","Home Office","United States","San Francisco",California,94122,West,Furniture,Furnishings,211.84,8,0.00,76.26
"Standard Class",Consumer,"United States",Milwaukee,Wisconsin,53209,Central,Furniture,Chairs,754.45,5,0.00,60.36
"Standard Class","Home Office","United States",Holyoke,Massachusetts,1040,East,Furniture,Bookcases,301.96,2,0.00,60.39
"Standard Class",Corporate,"United States",Albuquerque,"New Mexico",87105,West,Technology,Accessories,595.00,5,0.00,95.20
"Standard Class",Corporate,"United States",Sparks,Nevada,89431,West,Technology,Machines,2396.40,10,0.20,179.73
"Standard Class",Consumer,"United States","New York City","New York",10009,East,Furniture,Chairs,366.79,7,0.10,65.21
"Standard Class",Consumer,"United States",Farmington,"New Mexico",87401,West,Furniture,Furnishings,545.85,9,0.00,114.63
"Standard Class",Consumer,"United States",Passaic,"New Jersey",7055,East,Technology,Phones,345.00,5,0.00,86.25
"Standard Class",Consumer,"United States",Passaic,"New Jersey",7055,East,"Office Supplies",Appliances,662.84,4,0.00,172.34
"Standard Class",Consumer,"United States",Passaic,"New Jersey",7055,East,Technology,Phones,257.98,2,0.00,74.81
"Standard Class",Consumer,"United States","Newport News",Virginia,23602,South,"Office Supplies",Storage,571.44,4,0.00,165.72
"Second Class",Consumer,"United States",Houston,Texas,77095,Central,Technology,Phones,719.96,5,0.20,54.00
"Standard Class","Home Office","United States","San Diego",California,92037,West,"Office Supplies",Envelopes,124.46,2,0.00,58.50
"Standard Class",Corporate,"United States","Los Angeles",California,90045,West,Technology,Accessories,479.94,6,0.00,52.79
"Standard Class","Home Office","United States","Oklahoma City",Oklahoma,73120,Central,"Office Supplies",Storage,1117.92,4,0.00,55.90
"Standard Class","Home Office","United States","Oklahoma City",Oklahoma,73120,Central,"Office Supplies",Binders,121.60,4,0.00,55.94
"Standard Class",Corporate,"United States","Little Rock",Arkansas,72209,South,"Office Supplies",Paper,114.20,5,0.00,52.53
"Standard Class",Corporate,"United States","Little Rock",Arkansas,72209,South,Technology,Accessories,339.96,4,0.00,122.39
"Same Day",Corporate,"United States","San Francisco",California,94122,West,Furniture,Chairs,700.15,3,0.20,78.77
"Standard Class",Consumer,"United States",Phoenix,Arizona,85023,West,"Office Supplies",Paper,313.02,8,0.20,105.65
"Standard Class",Consumer,"United States",Tallahassee,Florida,32303,South,Technology,Phones,705.54,7,0.20,70.55
"Standard Class",Consumer,"United States",Orem,Utah,84057,West,Furniture,Bookcases,1406.86,7,0.00,140.69
"Standard Class",Consumer,"United States",Orem,Utah,84057,West,"Office Supplies",Storage,323.10,2,0.00,61.39
"Standard Class",Corporate,"United States","New York City","New York",10011,East,"Office Supplies",Storage,478.08,8,0.00,133.86
"Second Class",Consumer,"United States",Carrollton,Texas,75007,Central,Technology,Accessories,1399.94,7,0.20,52.50
"Standard Class",Corporate,"United States",Columbus,Georgia,31907,South,"Office Supplies",Binders,319.90,5,0.00,156.75
"Standard Class","Home Office","United States",Alexandria,Virginia,22304,South,Technology,Phones,187.98,2,0.00,52.63
"Standard Class",Consumer,"United States","New York City","New York",10024,East,"Office Supplies",Storage,248.57,7,0.00,67.11
"Second Class",Corporate,"United States",Summerville,"South Carolina",29483,South,"Office Supplies",Binders,327.84,8,0.00,157.36
"Standard Class",Corporate,"United States",Columbus,Indiana,47201,Central,"Office Supplies",Envelopes,180.96,2,0.00,81.43
"Standard Class",Corporate,"United States",Columbus,Indiana,47201,Central,Technology,Phones,587.97,3,0.00,158.75
"Standard Class",Corporate,"United States",Columbus,Indiana,47201,Central,"Office Supplies",Storage,530.34,2,0.00,95.46
"Standard Class",Corporate,"United States","Los Angeles",California,90045,West,"Office Supplies",Storage,323.10,2,0.00,61.39
"Standard Class",Consumer,"United States","New York City","New York",10035,East,Furniture,Chairs,858.24,4,0.10,143.04
"First Class",Consumer,"United States",Aurora,Illinois,60505,Central,"Office Supplies",Paper,186.05,6,0.20,67.44
"Second Class",Corporate,"United States",Provo,Utah,84604,West,"Office Supplies",Paper,164.88,3,0.00,80.79
"Second Class",Corporate,"United States",Provo,Utah,84604,West,Furniture,Bookcases,1292.94,3,0.00,77.58
"Second Class",Corporate,"United States",Provo,Utah,84604,West,"Office Supplies",Storage,261.74,2,0.00,65.44
"Standard Class",Corporate,"United States",Gilbert,Arizona,85234,West,Furniture,Chairs,883.84,4,0.20,99.43
"Second Class",Corporate,"United States",Lowell,Massachusetts,1852,East,"Office Supplies",Paper,166.44,3,0.00,79.89
"Same Day",Consumer,"United States","San Diego",California,92024,West,"Office Supplies",Paper,166.44,3,0.00,79.89
"Standard Class","Home Office","United States",Jackson,Michigan,49201,Central,Technology,Accessories,619.95,5,0.00,111.59
"Standard Class","Home Office","United States",Jackson,Michigan,49201,Central,Technology,Machines,350.97,3,0.10,152.09
"Standard Class",Consumer,"United States","Los Angeles",California,90004,West,"Office Supplies",Binders,312.55,9,0.20,101.58
"Standard Class",Consumer,"United States",Baltimore,Maryland,21215,East,"Office Supplies",Paper,116.28,3,0.00,56.98
"Standard Class","Home Office","United States",Carlsbad,"New Mexico",88220,West,"Office Supplies",Paper,192.16,4,0.00,92.24
"Standard Class",Consumer,"United States","Los Angeles",California,90049,West,Furniture,Furnishings,227.36,7,0.00,81.85
"Standard Class",Corporate,"United States","New York City","New York",10024,East,Technology,Phones,129.98,2,0.00,62.39
"Standard Class",Consumer,"United States","New York City","New York",10024,East,Technology,Phones,377.97,3,0.00,109.61
"First Class",Consumer,"United States",Toledo,Ohio,43615,East,Technology,Phones,629.96,7,0.40,94.49
"Standard Class",Consumer,"United States",Newark,Delaware,19711,East,Technology,Phones,377.97,3,0.00,94.49
"Standard Class",Consumer,"United States",Newark,Delaware,19711,East,Furniture,Bookcases,299.97,3,0.00,56.99
"Second Class",Corporate,"United States","San Francisco",California,94122,West,Furniture,Furnishings,257.64,6,0.00,100.48
"Standard Class",Consumer,"United States",Seattle,Washington,98115,West,Furniture,Chairs,585.55,3,0.20,73.19
"Second Class",Consumer,"United States",Vacaville,California,95687,West,"Office Supplies",Storage,423.28,11,0.00,110.05
"Standard Class",Consumer,"United States","San Francisco",California,94122,West,Technology,Accessories,323.37,3,0.00,129.35
"Standard Class",Consumer,"United States","San Francisco",California,94122,West,Technology,Phones,783.96,5,0.20,68.60
"Second Class",Consumer,"United States","New York City","New York",10035,East,Technology,Accessories,239.97,3,0.00,71.99
"Standard Class","Home Office","United States",Columbus,Georgia,31907,South,"Office Supplies",Storage,481.32,4,0.00,125.14
"Standard Class",Consumer,"United States",Detroit,Michigan,48234,Central,Technology,Phones,257.98,2,0.00,74.81
"Standard Class",Corporate,"United States","Redondo Beach",California,90278,West,Technology,Phones,1075.09,14,0.20,94.07
"Standard Class",Consumer,"United States","Little Rock",Arkansas,72209,South,"Office Supplies",Binders,145.85,5,0.00,70.01
"First Class",Corporate,"United States",Miami,Florida,33180,South,Technology,Phones,783.96,5,0.20,78.40
"Second Class",Consumer,"United States",Seattle,Washington,98115,West,Furniture,Bookcases,704.90,5,0.00,56.39
"Second Class","Home Office","United States",Milwaukee,Wisconsin,53209,Central,"Office Supplies",Paper,179.82,9,0.00,84.52
"Second Class","Home Office","United States",Milwaukee,Wisconsin,53209,Central,Furniture,Furnishings,185.58,6,0.00,76.09
"Second Class","Home Office","United States",Milwaukee,Wisconsin,53209,Central,Furniture,Tables,653.55,3,0.00,111.10
"Standard Class","Home Office","United States",Franklin,Massachusetts,2038,East,"Office Supplies",Binders,114.60,5,0.00,51.57
"Standard Class",Consumer,"United States",Portland,Oregon,97206,West,Technology,Phones,155.98,3,0.20,54.59
"Second Class",Consumer,"United States",Fayetteville,"North Carolina",28314,South,"Office Supplies",Paper,229.54,7,0.20,83.21
"First Class",Corporate,"United States","San Diego",California,92037,West,Furniture,Chairs,1603.14,4,0.20,100.20
"Standard Class",Consumer,"United States",Atlanta,Georgia,30318,South,Technology,Phones,377.97,3,0.00,98.27
"Standard Class",Consumer,"United States",Atlanta,Georgia,30318,South,"Office Supplies",Paper,286.93,7,0.00,140.60
"Second Class",Consumer,"United States","San Diego",California,92037,West,Furniture,Chairs,1013.49,7,0.20,76.01
"Standard Class","Home Office","United States",Westfield,"New Jersey",7090,East,Technology,Accessories,254.97,3,0.00,91.79
"Standard Class",Corporate,"United States",Charlotte,"North Carolina",28205,South,Technology,Copiers,959.97,4,0.20,120.00
"Standard Class",Consumer,"United States","New York City","New York",10035,East,Technology,Copiers,479.98,2,0.20,60.00
"Standard Class","Home Office","United States",Columbus,Georgia,31907,South,"Office Supplies",Paper,184.66,7,0.00,84.94
"Standard Class","Home Office","United States",Seattle,Washington,98115,West,"Office Supplies",Storage,310.12,2,0.00,80.63
"Second Class",Consumer,"United States",Noblesville,Indiana,46060,Central,Technology,Phones,263.96,4,0.00,71.27
"Standard Class",Consumer,"United States",Seattle,Washington,98105,West,"Office Supplies",Paper,248.08,7,0.00,116.60
"Standard Class",Consumer,"United States",Seattle,Washington,98105,West,"Office Supplies",Paper,189.70,5,0.00,89.16
"Standard Class",Consumer,"United States","Los Angeles",California,90049,West,"Office Supplies",Storage,305.01,9,0.00,76.25
"Same Day","Home Office","United States",Glendale,Arizona,85301,West,Technology,Phones,671.98,2,0.20,50.40
"Second Class",Consumer,"United States","Mount Pleasant","South Carolina",29464,South,Furniture,Chairs,545.94,6,0.00,87.35
"Standard Class","Home Office","United States",Columbus,Georgia,31907,South,"Office Supplies",Storage,1267.65,9,0.00,152.12
"First Class","Home Office","United States","New York City","New York",10011,East,"Office Supplies",Appliances,207.48,1,0.00,62.24
"First Class",Consumer,"United States",Murray,Kentucky,42071,South,Furniture,Furnishings,191.82,3,0.00,74.81
"Standard Class",Consumer,"United States",Chesapeake,Virginia,23320,South,Furniture,Chairs,504.90,5,0.00,80.78
"First Class","Home Office","United States",Columbus,Georgia,31907,South,Furniture,Tables,411.80,2,0.00,70.01
"First Class","Home Office","United States",Columbus,Georgia,31907,South,Technology,Accessories,360.00,4,0.00,129.60
"Standard Class","Home Office","United States",Meridian,Idaho,83642,West,"Office Supplies",Appliances,227.84,4,0.00,66.07
"Second Class","Home Office","United States",Detroit,Michigan,48227,Central,Technology,Phones,517.90,2,0.00,134.65
"Second Class","Home Office","United States",Albuquerque,"New Mexico",87105,West,Technology,Accessories,214.95,5,0.00,88.13
"Second Class","Home Office","United States",Albuquerque,"New Mexico",87105,West,"Office Supplies",Paper,288.24,6,0.00,138.36
"Same Day","Home Office","United States",Toledo,Ohio,43615,East,"Office Supplies",Appliances,663.94,4,0.20,82.99
"Standard Class","Home Office","United States",Louisville,Kentucky,40214,South,Technology,Phones,539.97,3,0.00,134.99
"Second Class","Home Office","United States",Henderson,Kentucky,42420,South,Technology,Phones,671.93,7,0.00,188.14
"Standard Class",Consumer,"United States",Newark,Delaware,19711,East,Technology,Phones,479.95,5,0.00,129.59
"Standard Class",Consumer,"United States",Newark,Delaware,19711,East,"Office Supplies",Paper,166.44,3,0.00,79.89
"Second Class",Corporate,"United States",Providence,"Rhode Island",2908,East,Furniture,Bookcases,220.98,1,0.00,50.83
"Standard Class",Consumer,"United States",Seattle,Washington,98105,West,Technology,Machines,837.60,3,0.20,62.82
"Standard Class",Consumer,"United States",Seattle,Washington,98105,West,"Office Supplies",Envelopes,135.90,5,0.00,63.87
"First Class",Corporate,"United States",Lakeland,Florida,33801,South,"Office Supplies",Storage,1036.62,2,0.20,51.83
"First Class","Home Office","United States","Los Angeles",California,90049,West,Technology,Phones,627.17,4,0.20,70.56
"First Class",Consumer,"United States","New York City","New York",10035,East,"Office Supplies",Appliances,206.43,3,0.00,90.83
"Second Class",Corporate,"United States",Seattle,Washington,98105,West,Furniture,Chairs,963.14,4,0.20,108.35
"First Class",Consumer,"United States",Newark,Ohio,43055,East,Furniture,Furnishings,262.86,7,0.20,69.00
"Standard Class",Consumer,"United States",Detroit,Michigan,48227,Central,"Office Supplies",Art,181.86,7,0.00,50.92
"Standard Class",Corporate,"United States","New York City","New York",10011,East,"Office Supplies",Appliances,254.90,5,0.00,68.82
"Second Class",Corporate,"United States",Columbia,Maryland,21044,East,"Office Supplies",Storage,544.38,3,0.00,157.87
"Standard Class",Consumer,"United States","San Diego",California,92037,West,Technology,Phones,601.54,8,0.20,60.15
"Standard Class",Corporate,"United States",Fresno,California,93727,West,Technology,Accessories,349.95,5,0.00,118.98
"Standard Class",Corporate,"United States",Fresno,California,93727,West,Technology,Phones,377.93,9,0.20,141.72
"Standard Class",Consumer,"United States",Richmond,Indiana,47374,Central,"Office Supplies",Appliances,207.24,11,0.00,58.03
"Standard Class",Consumer,"United States",Oakland,California,94601,West,Technology,Accessories,149.97,3,0.00,52.49
"Standard Class",Corporate,"United States","New York City","New York",10024,East,Technology,Phones,430.88,2,0.00,124.96
"First Class",Corporate,"United States",Tempe,Arizona,85281,West,Technology,Phones,318.40,2,0.20,107.46
"First Class",Corporate,"United States","San Francisco",California,94109,West,"Office Supplies",Appliances,241.44,3,0.00,72.43
"Standard Class",Consumer,"United States",Philadelphia,Pennsylvania,19120,East,"Office Supplies",Envelopes,201.43,3,0.20,67.98
"Second Class",Corporate,"United States",Alexandria,Virginia,22304,South,"Office Supplies",Supplies,4164.05,5,0.00,83.28
"Standard Class",Consumer,"United States","New York City","New York",10035,East,"Office Supplies",Binders,232.40,5,0.20,78.44
"Standard Class",Consumer,"United States",Columbia,Tennessee,38401,South,Furniture,Chairs,662.88,3,0.20,74.57
"Standard Class","Home Office","United States","New York City","New York",10009,East,Furniture,Furnishings,128.82,3,0.00,50.24
"Standard Class",Consumer,"United States",Houston,Texas,77095,Central,"Office Supplies",Paper,262.34,8,0.20,95.10
"First Class",Consumer,"United States",Oakland,California,94601,West,"Office Supplies",Appliances,203.52,3,0.00,54.95
"Second Class",Consumer,"United States",Quincy,Massachusetts,2169,East,"Office Supplies",Paper,122.97,3,0.00,60.26
"Standard Class",Corporate,"United States",Bristol,Connecticut,6010,East,Technology,Phones,359.98,2,0.00,93.59
"Standard Class",Consumer,"United States",Hempstead,"New York",11550,East,Furniture,Chairs,361.76,2,0.10,68.33
"Standard Class","Home Office","United States",Charlotte,"North Carolina",28205,South,"Office Supplies",Storage,580.67,4,0.20,65.33
"Standard Class","Home Office","United States",Seattle,Washington,98103,West,Technology,Phones,1091.17,4,0.20,68.20
"Standard Class","Home Office","United States",Indianapolis,Indiana,46203,Central,"Office Supplies",Binders,169.99,1,0.00,78.20
"Standard Class",Corporate,"United States","San Francisco",California,94122,West,"Office Supplies",Binders,271.98,2,0.20,88.39
"Standard Class","Home Office","United States","New York City","New York",10024,East,Furniture,Chairs,271.76,2,0.10,60.39
"Standard Class",Consumer,"United States","Los Angeles",California,90004,West,"Office Supplies",Appliances,262.24,2,0.00,78.67
"Standard Class",Consumer,"United States","Los Angeles",California,90004,West,"Office Supplies",Paper,182.72,8,0.00,84.05
"Second Class",Corporate,"United States",Dallas,Texas,75081,Central,Technology,Phones,492.77,4,0.20,55.44
"Second Class",Consumer,"United States","Perth Amboy","New Jersey",8861,East,"Office Supplies",Art,286.79,7,0.00,74.57
"Standard Class",Corporate,"United States",Revere,Massachusetts,2151,East,Furniture,Bookcases,361.96,2,0.00,83.25
"Standard Class",Corporate,"United States",Revere,Massachusetts,2151,East,"Office Supplies",Paper,278.82,9,0.00,125.47
"Standard Class",Consumer,"United States",Jackson,Mississippi,39212,South,Furniture,Furnishings,133.38,6,0.00,58.69
"First Class",Corporate,"United States","Overland Park",Kansas,66212,Central,"Office Supplies",Binders,152.00,5,0.00,69.92
"First Class",Corporate,"United States",Springfield,Virginia,22153,South,Technology,Phones,579.95,5,0.00,168.19
"Standard Class",Corporate,"United States","Saint Cloud",Minnesota,56301,Central,Furniture,Chairs,603.92,4,0.00,181.18
"Standard Class","Home Office","United States","Los Angeles",California,90036,West,"Office Supplies",Appliances,487.92,6,0.00,136.62
"Standard Class",Consumer,"United States",Mobile,Alabama,36608,South,Technology,Accessories,209.97,3,0.00,71.39
"Second Class","Home Office","United States","New York City","New York",10009,East,"Office Supplies",Storage,900.08,4,0.00,117.01
"First Class",Consumer,"United States",Fayetteville,"North Carolina",28314,South,"Office Supplies",Appliances,569.54,4,0.20,64.07
"Second Class",Corporate,"United States","Des Moines",Iowa,50315,Central,Technology,Phones,404.94,3,0.00,109.33
"Standard Class",Consumer,"United States","Los Angeles",California,90049,West,Technology,Machines,287.97,4,0.20,97.19
"Second Class","Home Office","United States",Chicago,Illinois,60653,Central,Technology,Phones,812.74,8,0.20,60.96
"Second Class",Consumer,"United States","Los Angeles",California,90036,West,"Office Supplies",Storage,330.40,2,0.00,85.90
"Standard Class",Consumer,"United States","San Francisco",California,94122,West,Technology,Accessories,439.80,4,0.00,145.13
"Standard Class",Consumer,"United States",Fremont,Nebraska,68025,Central,"Office Supplies",Paper,104.85,1,0.00,50.33
"Second Class",Consumer,"United States","New York City","New York",10024,East,"Office Supplies",Storage,465.18,3,0.00,120.95
"Standard Class",Consumer,"United States",Denver,Colorado,80219,West,Technology,Accessories,431.93,9,0.20,64.79
"Standard Class","Home Office","United States",Columbia,Maryland,21044,East,"Office Supplies",Paper,277.40,5,0.00,133.15
"Standard Class",Consumer,"United States","Los Angeles",California,90004,West,"Office Supplies",Binders,487.98,2,0.20,152.50
"Standard Class",Consumer,"United States","Los Angeles",California,90004,West,"Office Supplies",Storage,217.85,5,0.00,65.36
"Standard Class",Consumer,"United States",Macon,Georgia,31204,South,Furniture,Furnishings,142.40,5,0.00,52.69
"Second Class",Consumer,"United States","Los Angeles",California,90008,West,"Office Supplies",Binders,487.98,2,0.20,152.50
"Second Class",Consumer,"United States","Los Angeles",California,90008,West,"Office Supplies",Binders,155.12,5,0.20,50.41
"Standard Class",Consumer,"United States",Lawrence,Indiana,46226,Central,"Office Supplies",Appliances,638.73,9,0.00,166.07
"Second Class","Home Office","United States",Jackson,Michigan,49201,Central,Technology,Phones,377.97,3,0.00,94.49
"Standard Class","Home Office","United States",Quincy,Massachusetts,2169,East,Technology,Accessories,258.90,10,0.00,93.20
"Standard Class",Consumer,"United States",Clinton,Maryland,20735,East,"Office Supplies",Binders,153.36,9,0.00,70.55
"Second Class",Corporate,"United States",Denver,Colorado,80219,West,Technology,Copiers,439.99,1,0.20,165.00
"Standard Class",Corporate,"United States",Springfield,Virginia,22153,South,"Office Supplies",Binders,232.96,7,0.00,116.48
"Second Class","Home Office","United States",Yonkers,"New York",10701,East,Technology,Accessories,163.96,4,0.00,70.50
"First Class",Corporate,"United States","Los Angeles",California,90045,West,"Office Supplies",Paper,204.95,5,0.00,100.43
"Standard Class",Consumer,"United States",Columbus,Georgia,31907,South,Technology,Accessories,249.95,5,0.00,107.48
"Standard Class",Consumer,"United States",Newark,Delaware,19711,East,"Office Supplies",Storage,360.38,2,0.00,93.70
"Standard Class",Corporate,"United States",Clinton,Maryland,20735,East,Technology,Phones,499.99,1,0.00,130.00
"Same Day",Consumer,"United States",Newark,Delaware,19711,East,Technology,Phones,129.98,2,0.00,62.39
"Second Class",Consumer,"United States",Columbus,Georgia,31907,South,Furniture,Chairs,368.97,3,0.00,81.17
"Second Class",Corporate,"United States",Inglewood,California,90301,West,Furniture,Furnishings,198.46,2,0.00,99.23
"Second Class",Corporate,"United States",Inglewood,California,90301,West,"Office Supplies",Appliances,321.92,4,0.00,96.58
"Second Class",Corporate,"United States",Inglewood,California,90301,West,"Office Supplies",Paper,116.28,3,0.00,56.98
"Second Class",Corporate,"United States",Hialeah,Florida,33012,South,Furniture,Chairs,1013.83,9,0.20,101.38
"Second Class",Consumer,"United States",Miami,Florida,33180,South,Technology,Accessories,383.98,3,0.20,81.59
"Standard Class","Home Office","United States","Chula Vista",California,91911,West,Furniture,Furnishings,665.88,6,0.00,106.54
"Standard Class","Home Office","United States","Los Angeles",California,90004,West,"Office Supplies",Binders,180.96,6,0.20,67.86
"First Class",Consumer,"United States",Miami,Florida,33178,South,"Office Supplies",Paper,251.64,3,0.20,88.07
